"Date of Download: 2022-03-20_19:28:59"
"Search Parameters: Data Level:all  Trait List:  Trial List:6893,6631,6605,6632,6606,6332,6635,6943,5337  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","L chromometer value|CO_334:0002065","a chromometer value|CO_334:0002066","apical pubescence visual rating 0-2|CO_334:0000309","b chromometer value|CO_334:0002064","branching level counting|CO_334:0000079","cassava anthractnose disease incidence in 6-month|CO_334:0000181","cassava anthractnose disease severity in 6-month|CO_334:0000184","cassava bacterial blight incidence 3-month evaluation|CO_334:0000178","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","cassava green mite severity first evaluation|CO_334:0000189","cassava mosaic disease incidence 1-month evaluation|CO_334:0000195","cassava mosaic disease incidence 3-month evaluation|CO_334:0000196","cassava mosaic disease severity 1-month evaluation|CO_334:0000191","cassava mosaic disease severity 3-month evaluation|CO_334:0000192","central leaf shape visual rating 1-10|CO_334:0000119","dry matter content percentage|CO_334:0000092","dry yield|CO_334:0000014","ease of peeling root cortex visual rating 1-3|CO_334:0000308","first apical branch height measurement in cm|CO_334:0000106","first fully expanded leaf color visual rating 1-9|CO_334:0000102","fresh root yield|CO_334:0000013","fresh shoot weight measurement in kg per plot|CO_334:0000016","fresh storage root weight per plot|CO_334:0000012","fufu dry weight in kg|CO_334:0002019","fufu fibre weight in g|CO_334:0002016","fufu initial weight in kg|CO_334:0002013","fufu peel weight in kg|CO_334:0002014","fufu peeled root weight in kg|CO_334:0002015","fufu pressed weight in kg|CO_334:0002018","gari fried weight in kg|CO_334:0002026","gari initial weight in kg|CO_334:0002020","gari mash weight in kg|CO_334:0002023","gari peel weight in kg|CO_334:0002021","gari peeled root weight in kg|CO_334:0002022","gari pressed weight in kg|CO_334:0002024","gari pulverised weight in kg|CO_334:0002025","gari shaft coarse weight in g|CO_334:0002027","gari shaft medium weight in g|CO_334:0002028","harvest index variable|CO_334:0000015","initial vigor assessment 1-7|CO_334:0000009","petiole color visual rating 1-9|CO_334:0000023","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant stands harvested counting|CO_334:0000010","root neck length visual rating 0-7|CO_334:0000022","root number counting|CO_334:0000011","rotted storage root counting|CO_334:0000084","sprout count at one-month|CO_334:0000213","sprout count at six-month|CO_334:0000215","sprout count at three-month|CO_334:0000214","sprouting proportion|CO_334:0000008","starch content percentage|CO_334:0000071","staygreen visual scale 1-9|CO_334:0000224","storage root cortex color visual rating 1-4|CO_334:0000115","storage root periderm color visual rating 1-4|CO_334:0000064","storage root pulp color visual rating 1-3|CO_334:0000021","storage root shape visual rating 1-6|CO_334:0000020","storage root size visual rating 1-7|CO_334:0000019","total carotenoid by chart 1-8|CO_334:0000161","unexpanded apical leaf color visual rating 1-9|CO_334:0000101","notes"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","878885","TMS18F1159P0011","","plot","1662777","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1159P0011_1112","1","13","1112","7","4","test","","84.97","-0.23","1","27.93","4","0.00","1","0.33","2","4","0.00","0.00","1","1","5","34.00","","2","51.50","3","","10.00","11.30","","","","","","","","","","","","","","","","","5","7","1","142.50","10","5","22","","9","9","9","0.90","","3","1","3","2","2","5","2","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","878588","TMS18F1161P0009","","plot","1662737","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1161P0009_1125","1","14","1125","7","17","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","","","","","0.00","","","","","","","","","","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","878693","TMS18F1163P0008","","plot","1662788","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1163P0008_1115","1","13","1115","7","7","test","","86.29","0.42","0","19.86","4","0.00","1","0.44","2","4","0.00","0.00","1","1","5","30.90","","2","49.75","3","","5.50","13.50","","","","","","","","","","","","","","","","","7","7","1","121.25","9","3","35","","9","9","9","0.90","","3","2","3","1","2","5","1","5","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","878843","TMS18F1163P0012","","plot","1662905","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1163P0012_1084","1","10","1084","5","12","test","","88.38","0.06","0","18.03","4","0.00","1","0.88","2","4","0.80","1.00","5","5","5","33.80","","2","45.00","3","","1.00","8.00","","","","","","","","","","","","","","","","","5","7","2","127.50","3","3","42","","10","8","8","1.00","","4","1","3","1","2","3","1","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","878613","TMS18F1163P0020","","plot","1662901","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1163P0020_1135","1","15","1135","8","10","test","","85.62","1.34","0","32.04","4","0.00","1","0.40","2","4","0.00","0.10","1","2","5","36.10","","2","47.50","3","","17.00","23.10","","","","","","","","","","","","","","","","","7","8","1","168.00","10","3","40","","10","10","10","1.00","","3","2","3","2","2","7","3","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","878644","TMS18F1167P0007","","plot","1662838","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1167P0007_1038","1","5","1038","3","2","test","","87.28","0.17","1","19.17","4","0.00","1","0.89","2","4","0.00","0.00","1","1","5","38.00","","2","43.75","3","","13.50","9.90","","","","","","","","","","","","","","","","","7","7","1","140.00","9","3","32","","9","9","9","0.90","","3","2","3","2","2","5","2","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","849658","TMS18F1169P0006","","plot","1662830","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1169P0006_1095","1","11","1095","6","14","test","","88.70","0.13","0","18.68","4","0.00","1","0.33","2","4","0.00","0.00","1","1","5","34.20","","2","32.50","3","","5.00","5.40","","","","","","","","","","","","","","","","","5","7","1","93.75","8","5","49","","9","10","9","0.90","","3","1","3","1","2","3","1","5","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","862196","TMS18F1173P0009","","plot","1662757","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1173P0009_1037","1","5","1037","3","1","test","","86.50","0.38","0","18.62","4","0.00","1","0.40","2","5","0.00","0.00","1","1","5","36.60","","2","49.25","5","","20.50","17.20","","","","","","","","","","","","","","","","","7","7","1","138.75","10","5","54","","10","10","10","1.00","","3","2","3","1","2","7","1","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","862456","TMS18F1178P0007","","plot","1662823","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1178P0007_1017","1","2","1017","1","17","test","","87.52","0.12","0","16.26","4","0.00","1","1.00","3","4","0.00","0.00","1","1","5","26.40","","2","36.50","3","","20.00","19.10","","","","","","","","","","","","","","","","","7","9","1","150.00","7","5","51","","8","8","8","0.80","","4","1","3","1","3","7","1","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","862709","TMS18F1186P0009","","plot","1662859","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1186P0009_1046","1","6","1046","3","10","test","","85.68","0.32","0","28.23","4","0.00","1","0.50","2","4","0.00","0.00","1","1","5","33.10","","2","25.00","3","","18.50","31.60","","","","","","","","","","","","","","","","","7","7","1","131.25","10","5","49","","10","10","10","1.00","","3","2","3","2","2","7","2","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","862772","TMS18F1188P0020","","plot","1662832","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1188P0020_1090","1","10","1090","5","18","test","","87.91","0.24","0","18.86","4","0.00","1","0.00","1","4","0.30","0.00","4","1","5","35.10","","2","33.75","3","","13.00","12.40","","","","","","","","","","","","","","","","","7","7","2","110.00","8","3","64","","10","10","9","1.00","","3","2","3","","2","5","1","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","862838","TMS18F1191P0013","","plot","1662849","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1191P0013_1058","1","7","1058","4","15","test","","87.68","-0.56","0","19.55","4","0.00","1","0.80","2","4","0.40","0.00","4","1","5","32.10","","2","39.00","3","","9.50","20.00","","","","","","","","","","","","","","","","","7","7","1","132.50","8","3","63","","10","10","10","1.00","","3","2","3","1","2","5","1","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","862922","TMS18F1194P0020","","plot","1662784","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1194P0020_1096","1","11","1096","6","13","test","","86.88","0.02","0","18.42","4","0.00","1","0.30","2","4","0.00","0.00","1","1","5","37.80","","2","28.50","5","","6.00","8.60","","","","","","","","","","","","","","","","","7","7","1","88.75","8","3","29","","10","5","10","1.00","","2","1","3","1","2","3","1","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","863216","TMS18F1209P0002","","plot","1662743","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1209P0002_1101","1","12","1101","6","8","test","","87.44","-0.02","0","17.03","4","0.00","1","0.80","2","4","0.80","1.00","4","5","5","33.30","","2","34.00","3","","6.50","10.00","","","","","","","","","","","","","","","","","7","7","1","94.25","10","5","40","","10","10","10","1.00","","4","1","3","1","2","3","1","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","859042","TMS18F1210P0008","","plot","1662717","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1210P0008_1048","1","6","1048","3","12","test","","88.47","-0.26","0","17.96","4","0.00","1","0.78","2","5","0.00","0.00","1","1","5","36.80","","2","31.00","3","","6.00","10.60","","","","","","","","","","","","","","","","","7","3","1","95.00","10","3","54","","9","9","9","0.90","","3","1","3","1","2","3","1","5","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","859206","TMS18F1214P0016","","plot","1662775","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1214P0016_1113","1","13","1113","7","5","test","","85.72","0.29","0","29.23","4","0.00","1","0.50","2","5","0.00","0.00","1","1","5","27.40","","2","41.75","3","","10.50","28.70","","","","","","","","","","","","","","","","","7","5","1","114.25","10","3","25","","10","10","10","1.00","","3","2","3","2","2","7","2","5","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","859224","TMS18F1215P0006","","plot","1662963","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1215P0006_1103","1","12","1103","6","6","test","","83.53","-0.31","0","26.34","5","0.00","1","1.00","2","4","0.00","0.00","1","1","5","31.10","","2","33.75","5","","2.50","6.50","","","","","","","","","","","","","","","","","5","7","2","117.50","3","5","39","","5","4","4","0.50","","3","1","3","1","2","5","1","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","859639","TMS18F1216P0001","","plot","1662904","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1216P0001_1109","1","13","1109","7","1","test","","88.67","0.13","1","18.96","4","0.00","1","0.44","2","4","0.00","0.00","1","1","5","37.80","","2","40.00","3","","8.50","10.60","","","","","","","","","","","","","","","","","7","8","1","132.50","9","3","40","","9","10","9","0.90","","3","2","3","1","2","7","1","5","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","859694","TMS18F1217P0019","","plot","1662751","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1217P0019_1097","1","11","1097","6","12","test","","85.89","0.46","0","17.49","4","0.00","1","0.56","2","4","0.00","0.00","1","1","5","33.70","","2","34.50","3","","13.50","15.80","","","","","","","","","","","","","","","","","7","7","1","135.75","10","3","40","","10","10","9","1.00","","3","1","3","1","2","7","1","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","860777","TMS18F1220P0006","","plot","1662931","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1220P0006_1019","1","3","1019","2","18","test","","87.26","0.70","0","18.39","4","0.00","1","0.50","2","4","0.00","0.00","1","1","5","35.20","","2","34.75","3","","7.00","19.30","","","","","","","","","","","","","","","","","7","7","2","79.25","9","3","37","","10","10","10","1.00","","3","1","3","1","2","7","1","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","859302","TMS18F1221P0024","","plot","1662960","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1221P0024_1024","1","3","1024","2","13","test","","80.56","5.94","0","32.17","4","0.10","2","1.00","3","5","0.63","0.50","4","4","5","15.70","","2","28.75","5","","17.00","25.90","","","","","","","","","","","","","","","","","7","7","","115.00","6","5","38","","8","10","8","0.80","","2","1","3","2","2","7","3","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","859367","TMS18F1222P0015","","plot","1662948","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1222P0015_1093","1","11","1093","6","16","test","","88.72","0.26","0","19.85","5","0.00","1","0.63","2","4","0.00","0.38","1","4","5","30.00","","2","30.50","5","","22.50","21.10","","","","","","","","","","","","","","","","","7","7","2","131.25","8","5","42","","9","9","8","0.90","","2","1","3","1","2","5","1","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","859422","TMS18F1223P0022","","plot","1662968","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1223P0022_1092","1","11","1092","6","17","test","","87.16","0.30","1","19.87","4","0.00","1","0.88","2","5","0.38","0.88","4","4","5","32.00","","2","50.50","3","","8.00","10.20","","","","","","","","","","","","","","","","","7","7","1","111.25","8","3","31","","8","8","8","0.80","","3","1","3","1","2","5","1","5","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","861036","TMS18F1231P0019","","plot","1662871","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1231P0019_1018","1","2","1018","1","18","test","","86.74","0.25","0","18.18","4","0.11","2","0.89","2","4","0.00","0.00","1","1","5","33.50","","2","35.00","3","","10.50","12.60","","","","","","","","","","","","","","","","","7","9","","131.25","8","5","28","","9","9","9","0.90","","1","1","3","1","2","5","1","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","859905","TMS18F1259P0022","","plot","1662954","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1259P0022_1035","1","4","1035","2","2","test","","87.65","0.46","0","19.20","4","0.00","1","0.00","1","5","0.00","0.00","1","1","5","32.30","","2","35.50","3","","7.50","5.30","","","","","","","","","","","","","","","","","7","7","1","88.75","10","3","25","","10","10","10","1.00","","2","1","3","1","2","3","1","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","862255","TMS18F1263P0064","","plot","1662984","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1263P0064_1069","1","8","1069","4","4","test","","84.22","0.25","0","17.29","4","0.00","1","0.90","2","4","0.00","0.00","1","1","5","32.50","","2","37.50","5","","8.00","17.50","","","","","","","","","","","","","","","","","7","7","1","111.25","9","3","36","","10","10","10","1.00","","4","2","2","1","2","5","1","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","862291","TMS18F1264P0016","","plot","1662722","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1264P0016_1132","1","15","1132","8","13","test","","86.02","1.25","0","27.96","3","0.00","1","0.63","2","4","0.00","0.00","1","1","5","32.40","","2","21.00","3","","5.00","12.50","","","","","","","","","","","","","","","","","5","7","1","104.50","5","5","22","","8","8","8","0.80","","4","1","3","2","2","5","2","5","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","861576","TMS18F1264P0060","","plot","1662884","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1264P0060_1086","1","10","1086","5","14","test","","87.52","0.09","1","19.32","4","0.00","1","0.80","2","4","0.00","0.00","1","1","5","36.10","","2","36.75","3","","15.00","19.20","","","","","","","","","","","","","","","","","7","7","2","122.50","9","3","31","","10","10","10","1.00","","3","1","3","1","2","5","1","3","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","861594","TMS18F1264P0069","","plot","1662748","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1264P0069_1059","1","7","1059","4","14","test","","88.10","0.26","0","19.46","4","0.00","1","0.63","2","4","0.00","0.00","1","1","5","37.30","","2","22.25","3","","4.50","5.80","","","","","","","","","","","","","","","","","7","7","1","82.75","7","5","30","","8","8","8","0.80","","3","1","3","1","2","5","1","5","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","861355","TMS18F1269P0003","","plot","1662896","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1269P0003_1007","1","1","1007","1","7","test","","89.05","0.26","1","17.80","4","0.00","1","0.80","2","2","0.00","0.00","1","1","5","31.60","","2","26.25","3","","15.50","24.60","","","","","","","","","","","","","","","","","7","8","1","121.25","10","5","18","","10","10","10","1.00","","2","1","3","1","2","5","1","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","861079","TMS18F1273P0011","","plot","1662971","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1273P0011_1020","1","3","1020","2","17","test","","87.67","0.12","0","18.29","4","0.00","1","0.00","1","5","0.00","0.00","1","1","5","34.10","","2","44.25","3","","8.50","22.70","","","","","","","","","","","","","","","","","7","7","1","151.25","6","3","49","","10","9","10","1.00","","4","1","3","1","2","7","1","7","TZMRK180001_1-1"
"2019","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","6332","19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from 2017gensel.c4b.cet600seta.ikn","Alpha","2","4","0.216","no","no","2019-July-18","2020-July-22","5","Ubiaja","861179","TMS18F1275P0004","","plot","1662894","2020-19.GS.C4B.PYT.135.UB-rep1-TMS18F1275P0004_1061","1","7","1061","4","12","test","","86.23","0.41","0","17.40","4","0.00","1","0.60","2","4","0.00","0.00","1","1","5","30.30","","2","34.00","3","","11.50","12.70","","","","","","","","","","","","","","","","","7","7","1","112.25","9","5","46","","10","10","10","1.00","","3","1","3","1","2","5","1","5","TZMRK180001_1-1"
